name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,Unnamed: 0,sold_in_last_month,status_code,BSR_classificationRanks_rank,BSR_displayGroupRanks_rank
"Samsung 2 Ton 3 Star Wi-fi Enabled Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filter, 2023...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51pSParNYHL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Convertible-Anti-bacterial-AR24CYLZABE/dp/B0BRQD4L93/ref=sr_1_85?qid=1679134241&s=kitchen&sr=1-85,4.0,8,"₹53,490","₹83,990",81.0,519,200.0,19,75
Voltas 1 Ton 3 Star Window AC (123 Lyi/123 LZF White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/71ovlk0vAwL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Window-123-Lyi-LZF/dp/B00LWRFC1W/ref=sr_1_93?qid=1679134241&s=kitchen&sr=1-93,4.1,655,"₹27,990","₹29,490",86.0,492,200.0,19,80
"Cruise 1 Ton [Portable Antibacterial Coating, Dust Filter, Air Purifier, Dehumidifier Portable Ac (Copper, Cpcatf-Pq3S12, ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61wH+RMNHLL._AC_UL320_.jpg,https://www.amazon.in/Cruise-Portable-Control-CPCATF-PQ3S12-Exhaust/dp/B08954XBS7/ref=sr_1_94?qid=1679134241&s=kitchen&sr=1-94,3.4,81,"₹29,990","₹40,900",87.0,410,200.0,19,81
"Panasonic 2 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper, 7 in 1 Convertible with additional AI Mode, Twin Cool, PM 0....",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61U+94m1YiL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-ZU24ZKYF/dp/B0BRJJ7QHZ/ref=sr_1_96?qid=1679134241&s=kitchen&sr=1-96,5.0,1,"₹66,990","₹87,900",89.0,614,200.0,19,83
"Daikin 1.8 Ton 2 Star Fixed Speed Split AC (Copper, Anti Bacterial Filter, 2022 Model, FTE60U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51ZZ33BqtHL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Copper-Bacterial-Filter-FTE60U/dp/B09R4R6L89/ref=sr_1_148?qid=1679134244&s=kitchen&sr=1-148,3.4,3,"₹46,900","₹61,600",141.0,402,200.0,19,120
"Carrier 1.5 Ton 5 Star Hybridjet Inverter Split AC CAI18IN5R31W1 (Copper, INDUS CXI, 6-in-1 Flexicool with Anti-Viral Guar...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51P0LbIFf1L._AC_UL320_.jpg,https://www.amazon.in/Carrier-Hybridjet-CAI18IN5R31W1-Flexicool-Anti-Viral/dp/B09YXR8FV9/ref=sr_1_153?qid=1679134245&s=kitchen&sr=1-153,4.6,3,"₹45,490","₹79,890",149.0,426,200.0,19,125
"Daikin 1.8 Ton 5 Star Inverter Split AC (Copper,2022,FTKM60U,White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41zljqtpKgL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Split-Copper-FTKM60U/dp/B09SW8GVHT/ref=sr_1_175?qid=1679134247&s=kitchen&sr=1-175,5.0,4,"₹62,250","₹83,900",171.0,613,200.0,19,144
"Daikin 1.8 Ton 5 Star Inverter Split AC (Copper, PM 1.0 Filter, 2022 Model Model, JTKJ60U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/418VQew9c-L._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-JTKJ60U/dp/B09R4RBQ5K/ref=sr_1_182?qid=1679134247&s=kitchen&sr=1-182,4.6,40,"₹69,979","₹92,200",178.0,525,200.0,19,150
"Daikin 1 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, FTKF35U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41SPSdyvfML._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKF35U/dp/B09R8WNGCP/ref=sr_1_203?qid=1679134248&s=kitchen&sr=1-203,4.1,114,"₹48,479","₹67,200",199.0,519,200.0,19,163
"Carrier 1.5 Ton 3 star Dura Fresh NEO Split AC (CAS18DF3N8F0, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/715eL5D-URL._AC_UL320_.jpg,https://www.amazon.in/Carrier-1-5-Star-Split-White/dp/B079W9VWVF/ref=sr_1_207?qid=1679134248&s=kitchen&sr=1-207,2.5,3,"₹39,990","₹55,990",203.0,264,200.0,19,166
Voltas Venture Slimline Tower AC (2 Ton White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31jhpl4GmPL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Venture-Slimline-Tower-Ton/dp/B00LWRFMLW/ref=sr_1_236?qid=1679134249&s=kitchen&sr=1-236,3.7,14,"₹77,990","₹92,990",229.0,352,200.0,19,181
"LG 1 Ton 5 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter With Anti-virus Protection,...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51LIaKMoMqL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-anti-virus-protection-PS-Q14SNZE/dp/B09NS6SS7T/ref=sr_1_278?qid=1679134252&s=kitchen&sr=1-278,4.3,74,"₹51,354","₹75,990",274.0,440,200.0,19,204
"O General 2 Ton 5 Star Inverter Split AC (Copper Condenser, ASGG24CGTB-B, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61lTN0lYAgL._AC_UL320_.jpg,https://www.amazon.in/General-Inverter-Copper-Condenser-ASGG24CGTB-B/dp/B09MJ67S87/ref=sr_1_292?qid=1679134252&s=kitchen&sr=1-292,5.0,1,"₹82,260","₹85,260",285.0,534,200.0,19,209
"Lloyd 1.5 Ton 5 Star Split Inverter AC - White (GLS18I5FWCBP, Copper Condenser)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51azLwgAKCL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-1-5-Star-Split-Inverter/dp/B09X5LNB3K/ref=sr_1_310?qid=1679134253&s=kitchen&sr=1-310,4.0,5,"₹39,499","₹60,990",303.0,444,200.0,19,220
Carrier 1.5 Ton 3 Star Inverter Split AC (Copper CAI18EK3R30F0 ESKO NEO-i INVERTER R32 White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/51zMt2XRIgL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Inverter-CAI18EK3R30F0-ESKO-NEO-i/dp/B084XM2CMC/ref=sr_1_315?qid=1679134253&s=kitchen&sr=1-315,4.1,290,"₹32,999","₹51,990",308.0,464,200.0,19,224
Voltas 1.5 Ton 3 Star Inverter Split AC (Copper 183VH SZS White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/61gw13iN1nL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Copper-183VH-SZS/dp/B081M35TQQ/ref=sr_1_327?qid=1679134254&s=kitchen&sr=1-327,3.9,6,"₹39,790","₹76,000",323.0,361,200.0,19,234
Daikin 1 Ton 3 Star Inverter Split AC (F/A/DTKL35U),appliances,Air Conditioners,https://m.media-amazon.com/images/I/21b8Ipv6B9L._AC_UL320_.jpg,https://www.amazon.in/Daikin-Star-Inverter-Split-DTKL35U/dp/B09W93JQYJ/ref=sr_1_403?qid=1679134258&s=kitchen&sr=1-403,5.0,1,"₹34,950","₹48,200",396.0,591,200.0,19,269
Ogeneral 2 Ton 3 Star Split AC (ASGA24FUTC),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51owdwuW8zL._AC_UL320_.jpg,https://www.amazon.in/Ogeneral-2T-3-Star-ASGA24FUTC/dp/B07RKWG4PG/ref=sr_1_419?qid=1679134259&s=kitchen&sr=1-419,4.2,3,"₹75,900","₹77,900",415.0,461,200.0,19,278
OGeneral 1.5 Ton 3 Star Split AC (ASGA18FUTD) (White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/51iXKv89hUL._AC_UL320_.jpg,https://www.amazon.in/OGeneral-ASGA18FUTD-Split-Star-Conditioner/dp/B08B4VGX3G/ref=sr_1_442?qid=1679134261&s=kitchen&sr=1-442,4.0,3,"₹56,990","₹63,160",438.0,458,200.0,19,287
Samsung 1 Ton 3 Star Inverter Split AC (Alloy AR12RV3HEWK White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/61UQEBvJnjL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Split-Alloy-AR12RV3HEWK/dp/B07P1CCQSP/ref=sr_1_445?qid=1679134261&s=kitchen&sr=1-445,4.5,2,"₹44,748","₹46,500",441.0,481,200.0,19,289
"Electrolux 1.8 Ton 3 Star Inverter Split Air Conditioner (AC), 100% Copper, 3 Step Filtration with PM2.5 Filter, 360° Cool...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/5127NZNfVSL._AC_UL320_.jpg,https://www.amazon.in/Electrolux-Conditioner-Filtration-Anti-Corrosion-ESV223C2CA/dp/B0BBTTTB7R/ref=sr_1_596?qid=1679134268&s=kitchen&sr=1-596,5.0,1,"₹50,990","₹83,990",589.0,604,200.0,19,305
"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, maki...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51DGcy8eBCL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Amaze-Plus-1-5-Ltr/dp/B07WMS7TWB/ref=sr_1_1?qid=1679135585&s=appliances&sr=1-1,3.9,"128,941",₹599,"₹1,245",0.0,409,200.0,19,322
Pigeon Polypropylene Mini Handy and Compact Chopper with 3 Blades for Effortlessly Chopping Vegetables and Fruits for Your...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51RXzjrUmkL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Stovekraft-Plastic-Chopper-Blades/dp/B01LWYDEQ7/ref=sr_1_2?qid=1679135585&s=appliances&sr=1-2,4.1,"274,505",₹199,₹545,1.0,440,200.0,19,323
Glun Multipurpose Portable Electronic Digital Weighing Scale Weight Machine (10 Kg - with Back Light),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ocesEh0cL._AC_UL320_.jpg,https://www.amazon.in/Multipurpose-Portable-Electronic-Digital-Weighing/dp/B09185QH3C/ref=sr_1_3?qid=1679135585&s=appliances&sr=1-3,3.8,365,₹199,₹899,2.0,393,200.0,19,324
beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61Is7sICRJL._AC_UL320_.jpg,https://www.amazon.in/beatXP-Multipurpose-Portable-Electronic-Weighing/dp/B0B61DSF17/ref=sr_1_4?qid=1679135585&s=appliances&sr=1-4,3.7,"3,290",₹299,"₹1,999",3.0,348,200.0,19,325
"Bajaj DX-6 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61qgKaW71mL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Majesty-1000-Watt-Iron-White/dp/B01C8P29N0/ref=sr_1_5?qid=1679135585&s=appliances&sr=1-5,4.2,"24,380",₹625,"₹1,400",4.0,464,200.0,19,326
Bajaj Frore 1200 mm Ceiling Fan (Brown),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41XJ2wk4M1L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Frore-1200-Brown-Ceiling/dp/B07SPVMSC6/ref=sr_1_6?qid=1679135585&s=appliances&sr=1-6,4.1,"9,971","₹1,349","₹2,660",5.0,499,200.0,19,327
"Prestige Electric Kettle PKOSS - 1500watts, Steel (1.5Ltr), Black",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71zlLSHbJ-L._AC_UL320_.jpg,https://www.amazon.in/Prestige-Electric-Kettle-PKOSS-1500watts/dp/B01MQZ7J8K/ref=sr_1_8?qid=1679135585&s=appliances&sr=1-8,3.9,"64,888",₹699,"₹1,445",7.0,368,200.0,19,329
"Lifelong LLMG23 Power Pro 500-Watt Mixer Grinder with 3 Jars (Liquidizing, Wet Grinding and Chutney Jar), Stainless Steel ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61zhqJg1bTL._AC_UL320_.jpg,https://www.amazon.in/Lifelong-LLMG23-500-Watt-Liquidizing-Stainless/dp/B09X5C9VLK/ref=sr_1_11?qid=1679135585&s=appliances&sr=1-11,3.8,"45,688","₹1,329","₹3,500",10.0,319,200.0,19,332
USHA Armor AR1100WB 1100 W Dry Iron with Black Weilburger Soleplate (Purple),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71q7meZ82qL._AC_UL320_.jpg,https://www.amazon.in/Armour-AR1100WB-1100-Watt-Soleplate-Purple/dp/B0883KDSXC/ref=sr_1_14?qid=1679135585&s=appliances&sr=1-14,3.9,"17,030",₹549,₹990,13.0,329,200.0,19,335
Philips Viva Collection HD4928/01 2100-Watt Induction Cooktop with Feather Touch Sensor and Crystal Glass Plate (Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61x0Qnm08HS._AC_UL320_.jpg,https://www.amazon.in/Philips-Collection-HD4928-01-2100-Watt/dp/B00EDJJ7FS/ref=sr_1_15?qid=1679135585&s=appliances&sr=1-15,4.2,"40,782","₹3,099","₹5,995",14.0,446,200.0,19,336
Butterfly EKN 1.5-Litre Electric Kettle (Silver with Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71cFxsy+BCL._AC_UL320_.jpg,https://www.amazon.in/Butterfly-EKN-1-5-Litre-Kettle-Silver/dp/B078V8R9BS/ref=sr_1_17?qid=1679135585&s=appliances&sr=1-17,4.2,"36,295",₹649,"₹1,299",16.0,405,200.0,19,338
Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop (Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61DAkNxj9uL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Stovekraft-Cruise-1800-Watt-Induction/dp/B01GFTEV5Y/ref=sr_1_18?qid=1679135585&s=appliances&sr=1-18,3.8,"55,819","₹1,689","₹3,193",17.0,409,200.0,19,339
"Pigeon Healthifry Digital Air Fryer, 360° High Speed Air Circulation Technology 1200 W with Non-Stick 4.2 L Basket - Green",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61mfMId4dkL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Healthifry-Circulation-Technology-Non-Stick/dp/B0B8XNPQPN/ref=sr_1_19?qid=1679135585&s=appliances&sr=1-19,3.9,692,"₹3,529","₹7,995",18.0,368,200.0,19,340
"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coff...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Y21By5TzL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Kessel-1-2-Litre-Multi-purpose-Kettle/dp/B01I1LDZGA/ref=sr_1_22?qid=1679135585&s=appliances&sr=1-22,3.9,"15,338",₹899,"₹1,458",21.0,388,200.0,19,343
"AGARO Regal 800 Watts Handheld Vacuum Cleaner, Lightweight & Durable Body, Small/Mini Size ( Black)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71WKo+bybtL._AC_UL320_.jpg,https://www.amazon.in/AGARO-800-Watt-Handheld-Cleaner-Durable/dp/B07SRM58TP/ref=sr_1_23?qid=1679135585&s=appliances&sr=1-23,4.0,"15,266","₹1,599","₹2,099",22.0,400,200.0,19,344
Prestige PIC 20 1600 Watt Induction Cooktop with Push button (Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81od9GbumhL._AC_UL320_.jpg,https://www.amazon.in/Prestige-PIC-20-Induction-Cooktop/dp/B00YMJ0OI8/ref=sr_1_24?qid=1679135585&s=appliances&sr=1-24,4.1,"32,240","₹2,095","₹3,645",23.0,418,200.0,19,345
atomberg Renesa 1200mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Spe...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61mhVkkWM-L._AC_UL320_.jpg,https://www.amazon.in/Atomberg-Renesa-Motor-Remote-Ceiling/dp/B08Y5QJXSR/ref=sr_1_25?qid=1679135586&s=appliances&sr=1-25,4.3,"29,831","₹3,680","₹5,190",24.0,507,200.0,19,346
PRO365 Indo Portable Mocktails/Coffee Foamer/Cappuccino/Lemonade/Milk Frother (6 Months Warranty),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61PPPT-xfjL._AC_UL320_.jpg,https://www.amazon.in/PRO365-Electric-Coffee-Stirrer-Frother/dp/B07GXPDLYQ/ref=sr_1_27?qid=1679135586&s=appliances&sr=1-27,3.2,"9,271",₹199,₹499,26.0,347,200.0,19,348
"V-Guard VG 400 for 1.5 Ton A.C (170V to 270V) Original 3 Year onsite wrranty,White",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31xRPjdBD3L._AC_UL320_.jpg,https://www.amazon.in/V-Guard-170V-Original-onsite-wrranty/dp/B089YC1QMD/ref=sr_1_30?qid=1679135586&s=appliances&sr=1-30,4.1,"4,125","₹1,713","₹2,750",29.0,443,200.0,19,351
"Tosaa 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large,Medium,Small Plastic Snack Seal Sealing Bag...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41IrWG1SPFL._AC_UL320_.jpg,https://www.amazon.in/Tosaa-18-Pcs-Different-Multicolor/dp/B0BS68MMNN/ref=sr_1_32?qid=1679135586&s=appliances&sr=1-32,3.9,82,₹59,₹99,31.0,362,200.0,19,353
Bosch Pro 1000W Mixer Grinder MGM8842MIN - Black,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Wq0mQNTLL._AC_UL320_.jpg,https://www.amazon.in/Bosch-TrueMixx-Pro-Grinder-Watt-MGM8842MIN/dp/B07MKMFKPG/ref=sr_1_33?qid=1679135586&s=appliances&sr=1-33,4.4,"11,960","₹6,499","₹10,590",32.0,491,200.0,19,354
"Philips GC181 Heavy Weight 1000-Watt Dry Iron, Pack of 1",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51qNhKjuFPL._AC_UL320_.jpg,https://www.amazon.in/Philips-GC181-Heavy-Weight-1000-Watt/dp/B01EY310UM/ref=sr_1_35?qid=1679135586&s=appliances&sr=1-35,4.3,"15,997","₹1,349","₹1,545",34.0,417,200.0,19,356
Kuber Industries Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capici...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/816iczzNG5L._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Foldable-Laundry-KUBMART11450/dp/B08VGFX2B6/ref=sr_1_36?qid=1679135586&s=appliances&sr=1-36,4.0,"3,740",₹161.50,₹199,35.0,487,200.0,19,357
Prestige PKGSS 1.7L 1500W Electric Kettle (Stainless Steel),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71hrYgAgdGL._AC_UL320_.jpg,https://www.amazon.in/Prestige-PKGSS-Electric-Kettle-Stainless/dp/B00NW4UWN6/ref=sr_1_40?qid=1679135586&s=appliances&sr=1-40,3.8,"16,348",₹799,"₹1,545",39.0,398,200.0,19,361
Aptechdeals TDS Meter/Digital Tds Meter with Temperature And Water Quality Measurement For Ro Purifier (TDS),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/412heudHruL._AC_UL320_.jpg,https://www.amazon.in/Aptechdeals-Digital-Temperature-Measurement-Purifier/dp/B07Y66GYJF/ref=sr_1_41?qid=1679135586&s=appliances&sr=1-41,4.1,"6,433",₹179,₹305,40.0,440,200.0,19,362
"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable j...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61BGNSBBwYL._AC_UL320_.jpg,https://www.amazon.in/Wonderchef-Nutri-Blend-Watts-Juicer-Grinder/dp/B00W56GLOQ/ref=sr_1_42?qid=1679135586&s=appliances&sr=1-42,3.9,"26,915","₹2,699","₹5,000",41.0,380,200.0,19,363
"HealthSense Chef-Mate KS 33 Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cookin...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51OYFH+NrFS._AC_UL320_.jpg,https://www.amazon.in/Health-Sense-Chef-Mate-Digital-Scale-KS33/dp/B013B2WGT6/ref=sr_1_43?qid=1679135586&s=appliances&sr=1-43,4.3,"15,608","₹1,099","₹1,899",42.0,473,200.0,19,364
Prestige IRIS Plus 750 watt mixer grinder,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51HfqyUaHyL._AC_UL320_.jpg,https://www.amazon.in/Prestige-IRIS-mixer-grinder-Black/dp/B08CFJBZRK/ref=sr_1_45?qid=1679135586&s=appliances&sr=1-45,3.8,"14,663","₹3,249","₹6,295",44.0,382,200.0,19,366
"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51VvdjBgB5L._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Stainless-boiling-Instant-Noodles/dp/B09Y5FZK9N/ref=sr_1_46?qid=1679135586&s=appliances&sr=1-46,3.6,"1,669",₹799,"₹1,545",45.0,349,200.0,19,367
"Samsung 7 kg Fully-Automatic Top Loading Washing Machine (WA70A4002GS/TL, Imperial Silver, Diamond drum)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/510mV2GAtkL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Fully-Automatic-WA70A4002GS-TL-Imperial/dp/B08GXYZFNB/ref=sr_1_47?qid=1679135586&s=appliances&sr=1-47,4.4,"24,086","₹15,790","₹21,000",46.0,489,200.0,19,368
"Prestige 1.5 Litre Kettle 1500-watts, Red",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/511wIb+y8BL._AC_UL320_.jpg,https://www.amazon.in/Prestige-1-5-Kettle-1500-watts-Red/dp/B07VNFP3C2/ref=sr_1_50?qid=1679135588&s=appliances&sr=1-50,3.9,"33,077",₹679,"₹1,245",49.0,419,200.0,19,370
CROMPTON SUREBREEZE SEA Sapphira 1200 mm (48 inch) Ceiling Fan (Lustre Brown) 1 Star,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41APqPHuqtL._AC_UL320_.jpg,https://www.amazon.in/CROMPTON-SUREBREEZE-Sapphira-Ceiling-Lustre/dp/B0BTS9GG2V/ref=sr_1_51?qid=1679135588&s=appliances&sr=1-51,3.9,"2,507","₹1,499","₹2,599",50.0,418,200.0,19,371
"Butterfly Jet Elite Mixer Grinder, 750W, 4 Jars (Grey)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81aALsqzUlL._AC_UL320_.jpg,https://www.amazon.in/Butterfly-Jet-Elite-750-Watt-Grinder/dp/B07DGD4Z4C/ref=sr_1_52?qid=1679135588&s=appliances&sr=1-52,3.9,"26,081","₹2,999","₹5,795",51.0,378,200.0,19,372
"PHILIPS Digital Air Fryer HD9252/90 with Touch Panel, uses up to 90% less fat, 7 Pre-set Menu, 1400W, 4.1 Liter, with Rapi...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51PwsOOMErL._AC_UL320_.jpg,https://www.amazon.in/PHILIPS-Digital-HD9252-90-Technology/dp/B097RJ867P/ref=sr_1_60?qid=1679135588&s=appliances&sr=1-60,4.5,"3,239","₹9,399","₹12,595",59.0,463,200.0,19,378
KENT 16020 Instant Egg Boiler | 3 Boiling Modes | Upto 7 Egg at a Time | Automatic Operation | Easy and Quick Operation | ...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71YhvOR+1cL._AC_UL320_.jpg,https://www.amazon.in/Kent-Instant-Boiler-360-Watt-Transparent/dp/B0791GQRPF/ref=sr_1_61?qid=1679135588&s=appliances&sr=1-61,4.3,"25,723",₹999,"₹1,800",60.0,416,200.0,19,379
Philips Classic GC097/50 750-Watt Dry Iron (Peach),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61HbXGEnwSL._AC_UL320_.jpg,https://www.amazon.in/Philips-Classic-GC097-50-750-Watt/dp/B07H7JB1RZ/ref=sr_1_63?qid=1679135588&s=appliances&sr=1-63,4.2,"12,028",₹735,₹895,62.0,416,200.0,19,381
"Bajaj DX-7 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Y7QqqpsPL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-DX-1000-Watt-Dry-Iron/dp/B008YW8M0G/ref=sr_1_65?qid=1679135588&s=appliances&sr=1-65,4.2,"47,548",₹798,₹965,64.0,459,200.0,19,383
"HealthSense Weight Machine for Kitchen, Kitchen Food Weighing Scale for Health, Fitness, Home Baking & Cooking with Hangin...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51CF0NoyUUL._AC_UL320_.jpg,https://www.amazon.in/HealthSense-Chef-Mate-KS-40-Weighing/dp/B083P71WKK/ref=sr_1_66?qid=1679135588&s=appliances&sr=1-66,4.3,"10,216",₹799,"₹1,099",65.0,508,200.0,19,384
USHA RapidMix 500-Watt Copper Motor Mixer Grinder with 3 Jars and 5 Years Warranty(Sea Green/White),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61mde481sCS._AC_UL320_.jpg,https://www.amazon.in/USHA-RapidMix-500-Watt-Copper-Grinder/dp/B08MXJYB2V/ref=sr_1_70?qid=1679135588&s=appliances&sr=1-70,4.0,"5,457","₹2,149","₹3,390",69.0,428,200.0,19,387
